,id,spoken_languages
4231,9816,en
4232,10131,en
4233,339984,en
4234,8859,en
4235,8859,fr
4236,8859,ja
4237,11967,en
4238,239563,en
4239,222899,en
4240,4951,en
4241,4951,fr
4242,10985,en
4243,10985,it
4244,10985,pt
4245,9644,en
4246,332567,en
4247,1954,en
4248,15489,en
4249,15250,en
4250,22345,en
4251,22345,es
4252,9448,en
4253,38223,en
4254,11186,en
4255,11186,tr
4256,136835,en
4257,5876,en
4258,264660,en
4259,492,en
4260,492,fr
4261,25462,en
4262,238603,en
4263,10691,es
4264,10691,en
4265,1251,en
4266,1251,ja
4267,5172,en
4268,58680,en
4269,264644,en
4270,14577,en
4271,11592,en
4272,16406,en
4273,16406,fr
4274,19052,en
4275,3682,en
4276,9683,en
4277,2084,en
4278,2084,ru
4279,107811,en
4280,2266,es
4281,2266,fr
4282,2266,en
4283,2266,zh
4284,2266,ar
4285,13074,en
4286,144340,en
4287,48217,fr
4288,28211,en
4289,47502,en
4290,9950,en
4291,9950,pl
4292,84892,en
4293,24227,en
4294,9672,en
4295,9672,de
4296,44853,en
4297,157544,en
4298,157544,de
4299,59678,en
4300,79777,bs
4301,79777,hr
4302,79777,en
4303,79777,sr
4304,158011,en
4305,407887,en
4306,407887,ko
4307,17043,en
4308,8952,en
4309,62204,xx
4310,13435,en
4311,13435,ja
4312,13435,ru
4313,13435,es
4314,17187,en
4315,319,en
4316,319,it
4317,59457,en
4318,9504,en
4319,37414,en
4320,6217,en
4321,26688,en
4322,43867,es
4323,43867,en
4324,6615,en
4325,6615,es
4326,14574,en
4327,16,en
4328,39780,fr
4329,39780,en
4330,21612,it
4331,21612,en
4332,36691,en
4333,23631,en
4334,23631,es
4335,45324,en
4336,45324,fr
4337,12144,en
4338,11658,ko
4339,56601,en
4340,9552,de
4341,9552,fr
4342,9552,la
4343,9552,ar
4344,9552,el
4345,9552,en
4346,578,en
4347,2105,en
4348,126319,fr
4349,10136,cs
4350,10136,en
4351,10136,it
4352,67660,en
4353,10611,en
4354,154,en
4355,3049,en
4356,860,en
4357,9281,de
4358,9281,en
4359,75674,en
4360,75674,ru
4361,9762,en
4362,3179,cs
4363,3179,en
4364,184,en
4365,13335,en
4366,76726,en
4367,10269,en
4368,36819,en
4369,17130,en
4370,57214,en
4371,11202,en
4372,9357,en
4373,13812,en
4374,9030,es
4375,9030,en
4376,19084,en
4377,8386,en
4378,10437,en
4379,1360,en
4380,1360,fr
4381,1360,ru
4382,101267,en
4383,222935,en
4384,10220,ru
4385,10220,en
4386,10220,he
4387,284296,en
4388,31915,en
4389,11601,en
4390,205220,en
4391,11354,en
4392,16241,en
4393,14191,en
4394,286565,en
4395,26710,en
4396,129670,en
4397,129670,es
4398,9059,en
4399,34549,en
4400,57157,en
4401,1948,en
4402,1948,es
4403,1948,ko
4404,28353,en
4405,46889,en
4406,38093,en
4407,14976,en
4408,11027,en
4409,3635,en
4410,387,de
4411,387,en
4412,387,fr
4413,6020,en
4414,122906,en
4415,9550,zh
4416,60599,en
4417,227719,en
4418,14299,en
4419,19419,en
4420,12088,en
4421,14799,en
4422,9466,en
4423,7510,en
4424,31246,en
4425,61752,en
4426,10944,en
4427,10362,en
4428,14778,en
4429,1255,ko
4430,45226,en
4431,10212,en
4432,10212,it
4433,10212,es
4434,8669,en
4435,179144,it
4436,179144,ja
4437,179144,es
4438,179144,zh
4439,16857,en
4440,86825,en
4441,844,cn
4442,844,ja
4443,844,zh
4444,8060,en
4445,15907,en
4446,38448,en
4447,38448,fr
4448,38448,ro
4449,327,en
4450,327,it
4451,327,ja
4452,327,es
4453,9260,en
4454,61337,en
4455,13079,en
4456,89325,en
4457,4170,ru
4458,4170,en
4459,4170,es
4460,4170,pl
4461,41508,en
4462,41508,de
4463,41508,he
4464,41508,hu
4465,41508,pl
4466,41508,yi
4467,12479,cs
4468,12479,en
4469,12479,fr
4470,44555,zh
4471,10133,en
4472,21345,en
4473,21345,de
4474,21345,ja
4475,21345,zh
4476,173931,en
4477,173931,de
4478,173931,zh
4479,173931,ru
4480,61984,ja
4481,50601,en
4482,50601,ka
4483,26466,en
4484,345003,en
4485,236751,en
4486,107,en
4487,107,ru
4488,357837,en
4489,8913,en
4490,13889,en
4491,13889,ja
4492,18530,en
4493,358451,zh
4494,358451,cn
4495,927,en
4496,927,es
4497,11,en
4498,291870,en
4499,907,en
4500,907,ru
4501,206563,en
4502,206563,pt
4503,11887,en
4504,45317,en
4505,12094,en
4506,10377,en
4507,249164,en
4508,256092,en
4509,9942,en
4510,10748,en
4511,1817,en
4512,1817,sw
4513,10229,en
4514,687,en
4515,796,vi
4516,796,en
4517,796,fr
4518,22804,en
4519,10156,fr
4520,10156,la
4521,10156,en
4522,12837,en
4523,17708,en
4524,17708,es
4525,17708,th
4526,17708,vi
4527,13937,en
4528,28932,en
4529,31909,en
4530,167073,en
4531,3175,de
4532,3175,fr
4533,3175,en
4534,14369,en
4535,16888,en
4536,121826,en
4537,121826,fr
4538,10646,en
4539,12149,en
4540,304357,en
4541,304357,de
4542,11184,en
4543,766,en
4544,20009,en
4545,1587,en
4546,30973,en
4547,11109,en
4548,9027,en
4549,9027,hi
4550,9027,hu
4551,9027,es
4552,63020,en
4553,86829,en
4554,11065,en
4555,11065,fr
4556,13888,en
4557,42345,en
4558,13994,en
4559,13994,ru
4560,1590,de
4561,62728,en
4562,11917,en
4563,45138,en
4564,80271,en
4565,4657,en
4566,14395,en
4567,14395,hi
4568,24137,en
4569,190847,en
4570,11056,en
4571,62,en
4572,62,ru
4573,601,en
4574,13067,en
4575,25379,en
4576,88641,en
4577,58051,hi
4578,14877,en
4579,96399,es
4580,96399,en
4581,304410,fr
4582,489,en
4583,373314,en
4584,373314,it
4585,214,en
4586,10890,en
4587,10890,ru
4588,10890,pl
4589,1588,en
4590,316727,en
4591,10314,en
4592,663,en
4593,11804,en
4594,16781,en
4595,16781,es
4596,11873,en
4597,11873,es
4598,9289,en
4599,9289,fr
4600,9289,de
4601,10414,en
4602,1970,en
4603,1970,ja
4604,9614,en
4605,8922,en
4606,1648,en
4607,1648,fr
4608,1648,de
4609,1648,el
4610,17917,en
4611,74534,hi
4612,74534,en
4613,19405,en
4614,9355,en
4615,10999,en
4616,321258,en
4617,44040,es
4618,44040,en
4619,44040,uk
4620,10426,en
4621,10426,fr
4622,10426,pt
4623,280092,en
4624,280092,th
4625,13938,en
4626,10163,en
4627,12182,en
4628,1832,en
4629,9034,en
4630,15301,en
4631,15301,fr
4632,15301,de
4633,15301,vi
4634,10135,en
4635,10135,pt
4636,26352,en
4637,20616,en
4638,9794,en
4639,9794,hu
4640,15037,en
4641,227,en
4642,294272,en
4643,11336,en
4644,11336,ru
4645,283445,en
4646,88036,en
4647,88036,fr
4648,10984,en
4649,22824,en
4650,9526,en
4651,9526,no
4652,39349,en
4653,15983,en
4654,14544,en
4655,14544,es
4656,11545,fr
4657,11545,en
4658,11545,la
4659,11545,es
4660,42684,en
4661,268238,en
4662,8359,en
4663,15648,en
4664,15648,de
4665,41823,en
4666,11891,en
4667,9362,en
4668,9902,en
4669,14729,en
4670,14729,sv
4671,9455,cn
4672,9455,en
4673,9455,zh
4674,103731,en
4675,10090,en
4676,10090,es
4677,164558,pt
4678,164558,en
4679,19905,en
4680,17710,en
4681,75900,en
4682,9515,en
4683,9515,pl
4684,27322,en
4685,328425,en
4686,14120,en
4687,14120,es
4688,10050,en
4689,1542,en
4690,10490,en
4691,87093,it
4692,87093,en
4693,87093,fr
4694,10029,en
4695,9893,pt
4696,9893,en
4697,11507,en
4698,37931,en
4699,37931,ru
4700,3472,fr
4701,3472,so
4702,3472,es
4703,3472,en
4704,87818,en
4705,13160,en
4706,88005,en
4707,52067,en
4708,73,en
4709,134597,en
4710,24034,en
4711,14283,en
4712,14283,fr
4713,14283,de
4714,14283,it
4715,14283,zh
4716,14283,es
4717,404,en
4718,13201,en
4719,209403,en
4720,7942,en
4721,73247,en
4722,253331,en
4723,34043,en
4724,34043,fr
4725,34043,hu
4726,9952,en
4727,256924,en
4728,256924,it
4729,82532,en
4730,41110,en
4731,41110,it
4732,41110,ru
4733,134371,en
4734,2088,en
4735,10388,en
4736,10388,fr
4737,1640,en
4738,1640,fa
4739,1640,es
4740,1640,zh
4741,1640,ko
4742,25520,en
4743,25520,fr
4744,27342,en
4745,13689,en
4746,67911,en
4747,67911,pl
4748,24664,en
4749,24664,hu
4750,329440,en
4751,47890,en
4752,252512,en
4753,55720,en
4754,55720,es
4755,9613,en
4756,29076,en
4757,29339,en
4758,68812,en
4759,32740,hi
4760,14195,en
4761,73567,en
4762,41479,cs
4763,41479,en
4764,41479,fr
4765,15394,en
4766,10071,en
4767,1989,en
4768,91076,en
4769,12779,it
4770,12779,el
4771,12779,en
4772,13191,en
4773,11770,cn
4774,11770,zh
4775,11770,pt
4776,11770,th
4777,12703,en
4778,12703,de
4779,64559,fr
4780,64559,hu
4781,222649,en
4782,115872,hu
4783,115872,en
4784,115872,fr
4785,101173,en
4786,25350,en
4787,10034,en
4788,20178,en
4789,5072,en
4790,5072,hu
4791,5072,ru
4792,18191,en
4793,31007,en
4794,11546,en
4795,184374,fr
4796,184374,es
4797,268171,fr
4798,78149,en
4799,78149,ru
4800,24663,en
4801,24663,pl
4802,39037,ru
4803,22805,en
4804,39055,en
4805,245846,en
4806,25186,en
4807,15017,no
4808,15017,en
4809,12245,en
4810,49787,en
4811,49787,pl
4812,16358,en
4813,7006,en
4814,66767,en
4815,17622,en
4816,17622,hu
4817,283671,en
4818,18516,en
4819,217708,en
4820,217708,is
4821,217708,ru
4822,217708,es
4823,217708,sv
4824,42057,en
4825,42057,pa
4826,17577,en
4827,14608,en
4828,34417,en
4829,15067,ko
4830,78383,en
4831,43090,en
4832,16614,en
4833,9700,en
4834,10471,en
4835,250066,en
4836,667,en
4837,667,ja
4838,667,ru
4839,208869,en
4840,86837,fr
4841,10306,en
4842,106845,en
4843,11576,en
4844,219,es
4845,11827,en
4846,11827,hu
4847,22820,en
4848,31174,en
4849,244316,en
4850,37737,en
4851,37737,hi
4852,37737,es
4853,62215,en
4854,66125,en
4855,66125,pl
4856,132316,hi
4857,348,en
4858,348,es
4859,30497,en
4860,27586,en
4861,14811,en
4862,14811,he
4863,14811,ru
4864,660,en
4865,660,fr
4866,68684,en
4867,40794,it
4868,9400,en
4869,16162,en
4870,10585,en
4871,2359,en
4872,2359,fr
4873,2359,ru
4874,2359,es
4875,238636,en
4876,10472,en
4877,10472,fr
4878,11282,en
4879,11282,hi
4880,6521,en
4881,14181,en
4882,14181,ru
4883,1621,en
4884,1621,pt
4885,9656,en
4886,9656,it
4887,16428,en
4888,10705,en
4889,10705,fr
4890,8272,en
4891,24621,en
4892,1619,en
4893,1619,fr
4894,9685,en
4895,14425,en
4896,14624,es
4897,14624,en
4898,10179,en
4899,15568,en
4900,14057,en
4901,12621,en
4902,1808,en
4903,293670,ja
4904,293670,ko
4905,293670,es
4906,67675,en
4907,27329,th
4908,29514,en
4909,250349,fr
4910,12454,ar
4911,12454,en
4912,12454,fr
4913,39806,en
4914,15699,en
4915,8883,da
4916,8883,de
4917,17926,en
4918,291081,en
4919,41248,fr
4920,25968,en
4921,9671,en
4922,52010,en
4923,11588,en
4924,43418,en
4925,71157,ar
4926,71157,fr
4927,13483,ja
4928,13483,en
4929,333355,en
4930,327833,th
4931,327833,en
4932,1547,en
4933,25196,en
4934,25196,es
4935,16323,en
4936,175528,en
4937,8069,en
4938,71805,en
4939,71805,no
4940,9451,en
4941,16727,bn
4942,16727,cs
4943,16727,en
4944,16727,fr
4945,16727,hi
4946,272693,en
4947,10696,en
4948,150202,en
4949,19644,ko
4950,29963,fr
4951,29963,en
4952,26022,en
4953,26022,hi
4954,26022,ur
4955,152747,en
4956,62676,en
4957,20360,it
4958,20360,hi
4959,1116,en
4960,1116,ga
4961,1116,la
4962,185008,hi
4963,11620,en
4964,14353,en
4965,11818,ar
4966,11818,en
4967,11818,ku
4968,11818,tr
4969,680,en
4970,680,es
4971,680,fr
4972,11176,en
4973,242582,en
4974,11217,en
4975,15121,en
4976,15121,fr
4977,15121,it
4978,2619,en
4979,2619,it
4980,773,en
4981,235,en
4982,170,es
4983,170,en
4984,14114,en
4985,10734,en
4986,28121,en
4987,40807,en
4988,10885,en
4989,10885,ja
4990,225565,en
4991,16471,en
4992,385736,en
4993,11971,en
4994,668,en
4995,668,de
4996,11596,en
4997,14429,en
4998,13751,en
4999,9490,en
5000,9490,tr
5001,14536,en
5002,14536,es
5003,1359,en
5004,1359,es
5005,1359,cn
5006,9962,en
5007,15049,en
5008,15049,fr
5009,22821,en
5010,22821,it
5011,22821,es
5012,42819,en
5013,42819,de
5014,42819,pl
5015,209263,en
5016,37735,en
5017,59930,en
5018,10873,en
5019,10873,de
5020,51588,en
5021,23570,en
5022,19489,en
5023,19489,it
5024,19489,pt
5025,19489,es
5026,14629,pt
5027,14629,en
5028,8293,en
5029,8293,de
5030,291270,en
5031,44009,en
5032,1958,fr
5033,13154,ja
5034,13154,en
5035,26618,en
5036,43923,en
5037,46138,en
5038,45791,en
5039,26306,en
5040,110683,en
5041,26963,en
5042,198277,en
5043,7870,en
5044,7870,it
5045,13072,en
5046,153397,en
5047,30141,en
5048,17044,en
5049,10288,en
5050,12183,en
5051,44147,en
5052,12192,en
5053,36597,en
5054,13197,en
5055,10913,en
5056,251321,fr
5057,251321,en
5058,149,ja
5059,10425,en
5060,49081,en
5061,49081,fr
5062,256687,en
5063,220488,zh
5064,1544,en
5065,374461,en
5066,302,en
5067,302,fr
5068,182873,en
5069,21512,en
5070,389425,en
5071,389425,de
5072,403,en
5073,403,hu
5074,403,pl
5075,29461,it
5076,29461,en
5077,33542,cn
5078,33542,en
5079,283708,ar
5080,283708,fr
5081,283708,es
5082,9388,en
5083,1691,en
5084,1691,pl
5085,24684,en
5086,2610,en
5087,2610,pl
5088,11308,en
5089,11022,en
5090,11022,de
5091,11022,pl
5092,34341,en
5093,15365,en
5094,36046,en
5095,12569,en
5096,24356,en
5097,55903,fr
5098,2577,en
5099,103903,en
5100,73873,en
5101,73873,fr
5102,14165,en
5103,14165,hi
5104,2011,en
5105,2011,fr
5106,2011,de
5107,2011,fa
5108,45650,en
5109,7735,de
5110,301365,en
5111,25941,en
5112,29064,en
5113,29064,it
5114,7326,en
5115,326284,en
5116,681,en
5117,681,de
5118,238,en
5119,238,it
5120,238,la
5121,535,en
5122,535,pt
5123,19913,en
5124,19913,fr
5125,19913,sv
5126,713,en
5127,713,mi
5128,77930,en
5129,10727,en
5130,253,en
5131,253,hu
5132,17908,en
5133,8390,en
5134,57119,en
5135,3291,en
5136,398,en
5137,8068,en
5138,10803,en
5139,682,th
5140,682,cn
5141,682,en
5142,10117,en
5143,10117,fr
5144,9392,en
5145,24977,en
5146,79316,en
5147,2074,en
5148,1696,es
5149,1696,en
5150,308639,en
5151,22314,it
5152,22314,en
5153,22314,ru
5154,2662,en
5155,77156,en
5156,12573,en
5157,12573,he
5158,12573,yi
5159,44718,en
5160,44718,fr
5161,11342,en
5162,241771,en
5163,34653,en
5164,34653,es
5165,11051,en
5166,14578,en
5167,57825,en
5168,57825,hi
5169,57825,hu
5170,57825,it
5171,57825,pa
5172,57825,es
5173,9555,en
5174,15581,en
5175,13006,en
5176,16651,en
5177,16651,to
5178,4251,hi
5179,12400,en
5180,39053,en
5181,39053,pl
5182,104896,en
5183,14112,en
5184,12271,en
5185,12271,fr
5186,12271,sk
5187,71859,en
5188,226354,en
5189,48620,en
5190,33676,en
5191,33676,es
5192,37080,en
5193,25388,en
5194,11687,fr
5195,39210,en
5196,39210,it
5197,30128,en
5198,31535,en
5199,44835,en
5200,192134,en
5201,1956,en
5202,24985,en
5203,24985,fr
5204,306745,en
5205,47088,en
5206,110402,ru
5207,27004,en
5208,27004,fr
5209,15013,en
5210,8374,en
5211,8374,es
5212,277519,cn
5213,78381,en
5214,164372,ru
5215,294512,en
5216,8879,en
5217,13001,en
5218,9571,en
5219,13649,en
5220,325373,en
5221,334527,en
5222,2211,de
5223,13919,en
5224,14576,en
5225,82505,en
5226,46738,fr
5227,46738,ar
5228,46738,en
5229,38970,en
5230,38970,fr
5231,38970,it
5232,41009,en
5233,7347,pt
5234,250546,en
5235,650,en
5236,16620,en
5237,25113,en
5238,11033,en
5239,34723,en
5240,34723,fr
5241,34723,de
5242,34723,ru
5243,9430,en
5244,8998,en
5245,10514,en
5246,10496,en
5247,1591,en
5248,1591,de
5249,1591,sw
5250,76025,en
5251,4836,en
5252,4836,ro
5253,14631,en
5254,87499,en
5255,18923,en
5256,26665,en
5257,28089,en
5258,28089,es
5259,62255,en
5260,5708,en
5261,218,en
5262,338,de
5263,21641,en
5264,10925,en
5265,2293,en
5266,621,en
5267,792,en
5268,792,vi
5269,1777,ar
5270,1777,en
5271,642,en
5272,642,es
5273,433,en
5274,16619,en
5275,1725,en
5276,11977,en
5277,20322,en
5278,16158,en
5279,629,es
5280,629,en
5281,629,fr
5282,629,hu
5283,10160,en
5284,11452,en
5285,12163,en
5286,32275,en
5287,13785,en
5288,1103,en
5289,36739,en
5290,14144,en
5291,10622,zh
5292,10622,cn
5293,10622,en
5294,13370,en
5295,11191,en
5296,11191,fr
5297,10215,en
5298,25066,en
5299,1523,en
5300,1523,fr
5301,1523,de
5302,1523,sw
5303,11361,en
5304,92591,en
5305,57612,en
5306,12509,en
5307,15256,en
5308,83686,en
5309,83686,fr
5310,80304,en
5311,80304,es
5312,28053,en
5313,67913,ga
5314,67913,en
5315,13991,en
5316,1443,en
5317,8545,en
5318,19556,en
5319,231576,en
5320,16172,fr
5321,16172,en
5322,13403,en
5323,13403,de
5324,15797,en
5325,347764,en
5326,347764,de
5327,13537,en
5328,13537,fr
5329,13537,hu
5330,20794,en
5331,31064,en
5332,576,en
5333,576,de
5334,576,es
5335,13990,en
5336,11583,en
5337,18602,en
5338,18602,es
5339,27549,en
5340,59728,en
5341,10930,fr
5342,32395,en
5343,58882,zh
5344,58882,en
5345,7547,en
5346,35944,en
5347,42222,en
5348,42222,fr
5349,42222,de
5350,42222,ru
5351,13827,en
5352,13827,pl
5353,44260,en
5354,9282,en
5355,38940,en
5356,38940,fr
5357,35689,en
5358,97614,en
5359,37206,en
5360,58626,en
5361,183894,en
5362,837,en
5363,1555,it
5364,1555,fr
5365,1555,es
5366,1555,en
5367,1555,ca
5368,1555,da
5369,1555,de
5370,244783,en
5371,16564,nl
5372,16564,en
5373,16564,de
5374,168027,en
5375,3482,de
5376,3482,en
5377,135595,en
5378,135595,zh
5379,8982,en
5380,8982,zh
5381,8982,th
5382,8982,vi
5383,89861,en
5384,455,en
5385,455,pa
5386,57022,en
5387,14351,en
5388,147767,hi
5389,10664,es
5390,55567,en
5391,9277,en
5392,9443,en
5393,9443,fr
5394,16186,en
5395,7863,en
5396,7863,yi
5397,138697,en
5398,11901,en
5399,1548,en
5400,11889,en
5401,33155,en
5402,5528,fr
5403,321,en
5404,321,fr
5405,321,it
5406,4997,en
5407,925,en
5408,27451,en
5409,73532,fr
5410,979,fr
5411,193722,ja
5412,7913,hi
5413,253253,en
5414,51995,en
5415,13173,es
5416,13173,en
5417,22908,en
5418,70670,da
5419,70670,en
5420,70670,no
5421,70670,ru
5422,84204,en
5423,25248,en
5424,230266,en
5425,16633,en
5426,63006,en
5427,63006,hi
5428,91586,en
5429,91586,th
5430,215,en
5431,333371,en
5432,9012,en
5433,345911,en
5434,72571,en
5435,242512,en
5436,10072,en
5437,211954,es
5438,211954,en
5439,82990,en
5440,29912,en
5441,11843,en
5442,11284,en
5443,504,en
5444,173,en
5445,227348,en
5446,1955,en
5447,152532,en
5448,152532,ja
5449,243940,en
5450,77,en
5451,157547,en
5452,2295,en
5453,71,en
5454,147773,en
5455,16096,en
5456,24266,en
5457,16508,en
5458,2895,en
5459,15660,en
5460,59968,en
5461,323677,en
5462,19848,en
5463,256274,en
5464,235271,en
5465,45153,en
5466,284293,en
5467,24973,el
5468,24973,en
5469,21610,en
5470,21610,fr
5471,10283,en
5472,8346,el
5473,8346,en
5474,122081,en
5475,10987,en
5476,1391,es
5477,747,en
5478,14745,en
5479,14745,ru
5480,26748,en
5481,26748,es
5482,11357,en
5483,24913,en
5484,13776,en
5485,14854,en
5486,14854,es
5487,50357,cs
5488,50357,en
5489,13090,en
5490,13090,es
5491,192141,fr
5492,192141,en
5493,192141,th
5494,16441,en
5495,29996,en
5496,351819,en
5497,14834,en
5498,14834,fr
5499,22649,en
5500,378200,en
5501,20455,de
5502,20455,en
5503,13193,en
5504,11042,en
5505,11042,fr
5506,10786,en
5507,12484,en
5508,17339,en
5509,17339,es
5510,11959,en
5511,9900,en
5512,9900,pt
5513,14662,en
5514,335,en
5515,15745,en
5516,17431,es
5517,17431,en
5518,21014,en
5519,21014,he
5520,78394,en
5521,10217,en
5522,10217,es
5523,46332,ar
5524,46332,fr
5525,13996,fr
5526,13996,en
5527,13996,de
5528,3028,en
5529,1024,en
5530,343795,en
5531,343795,pt
5532,45658,en
5533,16148,en
5534,4553,en
5535,36351,en
5536,245916,en
5537,27585,en
5538,1415,en
5539,313922,en
5540,14474,en
5541,199933,en
5542,13685,es
5543,13685,en
5544,8744,en
5545,38428,hi
5546,38428,en
5547,8847,en
5548,39269,en
5549,46838,en
5550,51384,de
5551,56930,en
5552,41730,en
5553,18442,en
5554,298312,en
5555,11600,en
5556,11600,es
5557,71547,en
5558,57876,en
5559,57876,pt
5560,77495,es
5561,13849,en
5562,13849,fr
5563,13849,pl
5564,14849,en
5565,12486,en
5566,19615,en
5567,244403,en
5568,292481,en
5569,340816,pt
5570,340816,en
5571,78814,en
5572,297596,ar
5573,297596,en
5574,297596,ro
5575,299552,en
5576,11935,en
5577,113406,en
5578,290825,en
5579,290825,fr
5580,290825,de
5581,361159,en
5582,12555,pl
5583,12555,cs
5584,31175,de
5585,31175,el
5586,12498,en
5587,77949,fr
5588,77949,en
